RFI_ID,Project_ID,RFI_Title,Discipline,Submitted_Date,Required_Response_Date,Response_Date,RFI_Status,Response_Days,Responsible_Party,Cost_Impact,Schedule_Impact_Days,Priority
RFI-00205,PRJ-011,Plumbing clarification item 205,Plumbing,2024-04-06,2024-04-16,2024-04-29,Closed,23,Designer,0,0,Normal
RFI-00206,PRJ-011,Civil clarification item 206,Civil,2024-02-18,2024-02-21,2024-03-08,Answered,19,Owner,3100,3,Critical
RFI-00207,PRJ-011,Mechanical clarification item 207,Mechanical,2023-08-29,2023-09-08,2023-09-26,Answered,28,Designer,0,0,Normal
RFI-00208,PRJ-011,Electrical clarification item 208,Electrical,2024-04-10,2024-04-20,2024-04-23,Closed,13,Designer,0,0,Normal
RFI-00209,PRJ-011,Structural clarification item 209,Structural,2023-12-11,2023-12-18,2023-12-31,Answered,20,Designer,0,0,High
RFI-00210,PRJ-011,Architectural clarification item 210,Architectural,2023-09-27,2023-10-07,2023-10-12,Answered,15,Owner,0,0,Normal
RFI-00211,PRJ-011,Plumbing clarification item 211,Plumbing,2024-05-16,2024-05-26,2024-06-01,Answered,16,External,0,0,Normal
RFI-00212,PRJ-011,Plumbing clarification item 212,Plumbing,2023-05-11,2023-05-14,2023-05-27,Answered,16,Designer,0,0,Critical
RFI-00213,PRJ-011,Civil clarification item 213,Civil,2023-04-05,2023-04-15,2023-04-21,Closed,16,Owner,0,0,Normal
RFI-00214,PRJ-011,Architectural clarification item 214,Architectural,2022-12-18,2022-12-28,2023-01-02,Closed,15,Designer,0,0,Normal
RFI-00215,PRJ-011,Electrical clarification item 215,Electrical,2022-11-30,2022-12-10,,Open,,Designer,0,0,Normal
RFI-00216,PRJ-011,Electrical clarification item 216,Electrical,2024-07-24,2024-07-27,,Open,,Owner,0,0,Critical
RFI-00217,PRJ-011,Civil clarification item 217,Civil,2022-10-14,2022-10-21,2022-10-29,Answered,15,Contractor,0,0,High
RFI-00218,PRJ-011,Plumbing clarification item 218,Plumbing,2023-12-29,2024-01-08,2024-01-21,Answered,23,Designer,0,0,Normal
RFI-00219,PRJ-011,Civil clarification item 219,Civil,2023-06-03,2023-06-13,2023-06-17,Closed,14,Contractor,0,0,Normal
RFI-00220,PRJ-012,Architectural clarification item 220,Architectural,2024-05-26,2024-06-05,2024-06-16,Answered,21,External,0,0,Normal
RFI-00221,PRJ-012,General clarification item 221,General,2024-02-19,2024-02-29,2024-03-10,Closed,20,Designer,233600,0,Normal
RFI-00222,PRJ-012,Electrical clarification item 222,Electrical,2024-12-02,2024-12-12,2024-12-23,Closed,21,Owner,0,0,Normal
RFI-00223,PRJ-012,Mechanical clarification item 223,Mechanical,2023-05-10,2023-05-20,2023-05-18,Closed,8,Designer,0,0,Normal
RFI-00224,PRJ-012,Structural clarification item 224,Structural,2025-10-13,2025-10-23,2025-10-26,Closed,13,Owner,0,0,Normal
RFI-00225,PRJ-012,Mechanical clarification item 225,Mechanical,2025-09-29,2025-10-13,,Open,,Designer,0,0,Low
RFI-00226,PRJ-012,Mechanical clarification item 226,Mechanical,2024-02-07,2024-02-17,2024-03-01,Answered,23,External,2600,0,Normal
RFI-00227,PRJ-012,Mechanical clarification item 227,Mechanical,2023-05-04,2023-05-14,2023-05-25,Answered,21,Designer,0,0,Normal
RFI-00228,PRJ-012,Structural clarification item 228,Structural,2025-01-12,2025-01-22,2025-01-22,Closed,10,Owner,0,0,Normal
RFI-00229,PRJ-012,Mechanical clarification item 229,Mechanical,2023-11-07,2023-11-17,2023-12-02,Answered,25,Owner,0,0,Normal
RFI-00230,PRJ-012,Structural clarification item 230,Structural,2024-07-17,2024-07-27,2024-07-28,Answered,11,Owner,0,0,Normal
RFI-00231,PRJ-012,Plumbing clarification item 231,Plumbing,2023-06-01,2023-06-15,2023-06-29,Closed,28,Designer,0,0,Low
RFI-00232,PRJ-012,Mechanical clarification item 232,Mechanical,2025-07-03,2025-07-13,2025-07-15,Closed,12,External,0,0,Normal
RFI-00233,PRJ-012,Electrical clarification item 233,Electrical,2024-06-06,2024-06-13,2024-06-24,Closed,18,Owner,16600,0,High
RFI-00234,PRJ-012,Mechanical clarification item 234,Mechanical,2023-08-08,2023-08-15,2023-08-23,Closed,15,Contractor,0,0,High
RFI-00235,PRJ-012,Architectural clarification item 235,Architectural,2024-01-07,2024-01-17,2024-01-20,Answered,13,Owner,0,0,Normal
RFI-00236,PRJ-012,Architectural clarification item 236,Architectural,2024-11-04,2024-11-14,,Open,,Designer,4900,3,Normal
RFI-00237,PRJ-013,Structural clarification item 237,Structural,2023-11-20,2023-11-30,2023-12-03,Answered,13,External,0,0,Normal
RFI-00238,PRJ-013,Architectural clarification item 238,Architectural,2024-03-07,2024-03-17,2024-04-05,Closed,29,Contractor,0,0,Normal
RFI-00239,PRJ-013,General clarification item 239,General,2024-02-24,2024-03-02,2024-03-15,Answered,20,Designer,23200,10,High
RFI-00240,PRJ-013,Plumbing clarification item 240,Plumbing,2023-01-13,2023-01-23,2023-02-12,Answered,30,Contractor,0,0,Normal
RFI-00241,PRJ-013,Electrical clarification item 241,Electrical,2024-10-25,2024-10-28,2024-11-07,Answered,13,Designer,0,0,Critical
RFI-00242,PRJ-013,General clarification item 242,General,2023-11-29,2023-12-09,2023-12-07,Closed,8,Owner,0,0,Normal
RFI-00243,PRJ-013,Civil clarification item 243,Civil,2023-11-29,2023-12-09,2023-12-16,Answered,17,Designer,0,0,Normal
RFI-00244,PRJ-013,Architectural clarification item 244,Architectural,2024-05-13,2024-05-16,2024-05-27,Answered,14,Designer,0,0,Critical
RFI-00245,PRJ-013,Civil clarification item 245,Civil,2023-10-28,2023-11-11,2023-11-16,Answered,19,Designer,0,0,Low
RFI-00246,PRJ-013,Fire Protection clarification item 246,Fire Protection,2022-10-29,2022-11-01,2022-11-09,Closed,11,Designer,0,0,Critical
RFI-00247,PRJ-013,Civil clarification item 247,Civil,2024-05-03,2024-05-17,2024-05-31,Answered,28,Designer,12200,5,Low
RFI-00248,PRJ-013,Civil clarification item 248,Civil,2023-08-16,2023-08-26,2023-09-16,Answered,31,Owner,0,0,Normal
RFI-00249,PRJ-013,Architectural clarification item 249,Architectural,2024-06-27,2024-07-04,2024-07-20,Answered,23,Owner,7500,6,High
RFI-00250,PRJ-013,Electrical clarification item 250,Electrical,2024-11-10,2024-11-20,2024-11-27,Closed,17,Owner,0,0,Normal
RFI-00251,PRJ-013,Structural clarification item 251,Structural,2024-07-01,2024-07-11,2024-07-13,Answered,12,Designer,15900,6,Normal
RFI-00252,PRJ-013,Electrical clarification item 252,Electrical,2022-09-09,2022-09-16,2022-09-25,Answered,16,Contractor,220900,5,High
RFI-00253,PRJ-013,Architectural clarification item 253,Architectural,2023-02-03,2023-02-10,2023-02-17,Closed,14,Contractor,51300,15,High
RFI-00254,PRJ-013,General clarification item 254,General,2023-12-25,2024-01-04,2024-01-22,Answered,28,Contractor,0,0,Normal
RFI-00255,PRJ-013,Fire Protection clarification item 255,Fire Protection,2023-04-23,2023-04-26,2023-05-02,Answered,9,Contractor,0,0,Critical
RFI-00256,PRJ-013,Architectural clarification item 256,ARCH,2023-05-12,2023-05-26,2023-05-30,Answered,18,External,0,0,Low
RFI-00257,PRJ-014,Architectural clarification item 257,Architectural,2024-07-15,2024-07-25,2024-08-06,Answered,22,Owner,0,0,Normal
RFI-00258,PRJ-014,Mechanical clarification item 258,Mechanical,2025-06-25,2025-07-02,2025-07-20,Answered,25,External,0,0,High
RFI-00259,PRJ-014,Plumbing clarification item 259,Plumbing,2024-05-17,2024-05-31,,Open,,Contractor,0,0,Low
RFI-00260,PRJ-014,Electrical clarification item 260,Electrical,2024-06-24,2024-06-27,2024-07-07,Answered,13,Designer,0,0,Critical
RFI-00261,PRJ-014,Mechanical clarification item 261,Mechanical,2025-12-26,2026-01-05,2026-01-21,Closed,26,External,0,0,Normal
RFI-00262,PRJ-014,Electrical clarification item 262,Electrical,2024-11-13,2024-11-20,2024-12-01,Closed,18,Designer,9500,3,High
RFI-00263,PRJ-014,Structural clarification item 263,Structural,2024-10-31,2024-11-10,2024-11-06,Closed,6,Designer,0,0,Normal
RFI-00264,PRJ-014,Architectural clarification item 264,Architectural,2024-03-01,2024-03-15,2024-03-29,Answered,28,Contractor,0,0,Low
RFI-00265,PRJ-014,Structural clarification item 265,Structural,2024-10-11,2024-10-21,2024-11-02,Answered,22,Designer,0,0,Normal
RFI-00266,PRJ-014,Structural clarification item 266,Structural,2024-03-16,2024-03-26,2024-04-09,Answered,24,Contractor,0,0,Normal
RFI-00267,PRJ-014,Plumbing clarification item 267,Plumbing,2024-02-29,2024-03-10,2024-03-15,Answered,15,Owner,0,0,Normal
RFI-00268,PRJ-014,Mechanical clarification item 268,Mechanical,2024-06-09,2024-06-19,2024-07-04,Answered,25,Contractor,0,0,Normal
RFI-00269,PRJ-014,Civil clarification item 269,Civil,2024-05-18,2024-05-28,,Open,,Contractor,0,0,Normal
RFI-00270,PRJ-014,Civil clarification item 270,Civil,2025-02-04,2025-02-11,2025-02-27,Answered,23,Designer,0,0,High
RFI-00271,PRJ-014,Structural clarification item 271,Structural,2025-11-22,2025-12-02,2025-12-23,Answered,31,Designer,0,0,Normal
RFI-00272,PRJ-014,Electrical clarification item 272,Electrical,2025-11-24,2025-12-08,2025-12-13,Closed,19,Contractor,0,0,Low
RFI-00273,PRJ-014,Architectural clarification item 273,Architectural,2024-07-28,2024-08-04,2024-08-14,Answered,17,Contractor,53200,9,High
RFI-00274,PRJ-014,Civil clarification item 274,Civil,2024-02-23,2024-03-01,2024-03-15,Closed,21,Contractor,10400,8,High
RFI-00275,PRJ-014,Electrical clarification item 275,Electrical,2024-01-27,2024-02-03,2024-02-10,Answered,14 days,Designer,95100,11,High
RFI-00276,PRJ-014,Mechanical clarification item 276,Mechanical,2024-01-29,2024-02-08,2024-02-14,Answered,16,Designer,0,0,Normal
RFI-00277,PRJ-014,Fire Protection clarification item 277,Fire Protection,2024-04-14,2024-04-21,2024-05-04,Closed,20,Owner,0,0,High
RFI-00278,PRJ-014,Civil clarification item 278,Civil,2024-03-14,2024-03-28,2024-04-06,Closed,23,Designer,0,0,Low
RFI-00279,PRJ-015,Electrical clarification item 279,Electrical,2024-03-26,2024-04-05,2024-04-17,Answered,22,External,0,0,Normal
RFI-00280,PRJ-015,Fire Protection clarification item 280,Fire Protection,2023-10-21,2023-10-28,2023-11-07,Answered,17,Designer,0,0,High
RFI-00281,PRJ-015,Structural clarification item 281,Structural,2023-02-03,2023-02-10,2023-02-15,Answered,12,Contractor,21100,1,High
RFI-00282,PRJ-015,Electrical clarification item 282,Electrical,2025-01-11,2025-01-21,2025-01-21,Closed,10,Designer,0,0,Normal
RFI-00283,PRJ-015,Civil clarification item 283,Civil,2022-05-10,2022-05-17,2022-05-23,Answered,13,External,2800,0,High
RFI-00284,PRJ-015,Structural clarification item 284,Structural,2024-04-29,2024-05-06,2024-05-14,Closed,15,Owner,0,0,High
RFI-00285,PRJ-015,Electrical clarification item 285,Electrical,2022-08-15,2022-08-22,2022-08-23,Closed,8,Contractor,0,0,High
RFI-00286,PRJ-015,Mechanical clarification item 286,Mechanical,2022-06-14,2022-06-17,,Open,,Contractor,0,0,Critical
RFI-00287,PRJ-015,Structural clarification item 287,Structural,2024-04-05,2024-04-12,2024-04-20,Answered,15,Designer,0,0,High
RFI-00288,PRJ-015,Civil clarification item 288,Civil,2022-10-25,2022-11-01,,Open,,Designer,0,0,High
RFI-00289,PRJ-015,Plumbing clarification item 289,Plumbing,2022-10-10,2022-10-20,2022-10-26,Closed,16,Designer,60800,4,Normal
RFI-00290,PRJ-015,Mechanical clarification item 290,Mechanical,2024-06-05,2024-06-19,,Open,,Designer,0,0,Low
RFI-00291,PRJ-015,Electrical clarification item 291,Electrical,2023-02-06,2023-02-16,2023-02-22,Answered,16,Designer,0,0,Normal
RFI-00292,PRJ-015,Mechanical clarification item 292,Mechanical,2023-12-02,2023-12-16,2023-12-19,Answered,17,Contractor,0,0,Low
RFI-00293,PRJ-015,Architectural clarification item 293,Architectural,2024-12-31,2025-01-10,2025-01-13,Closed,13,Designer,0,0,Normal
RFI-00294,PRJ-015,Electrical clarification item 294,Electrical,2024-04-21,2024-05-01,2024-05-04,Answered,13,External,0,0,Normal
RFI-00295,PRJ-015,Fire Protection clarification item 295,Fire Protection,2022-09-15,2022-09-25,2022-09-22,Closed,7,Designer,0,0,Normal
RFI-00296,PRJ-015,Electrical clarification item 296,Electrical,2025-01-05,2025-01-12,,Open,,Designer,0,0,High
RFI-00297,PRJ-016,Mechanical clarification item 297,Mechanical,2021-09-06,2021-09-16,2021-09-28,Answered,22,External,0,0,Normal
RFI-00298,PRJ-016,Architectural clarification item 298,Architectural,2022-07-12,2022-07-22,2022-08-01,Closed,20,Contractor,14300,9,Normal
RFI-00299,PRJ-016,Civil clarification item 299,Civil,2023-01-19,2023-01-26,2023-01-31,Answered,12,Contractor,0,0,High
RFI-00300,PRJ-016,Fire Protection clarification item 300,Fire Protection,2022-01-28,2022-02-04,2022-02-19,Answered,22,Contractor,3400,2,High
RFI-00301,PRJ-016,Civil clarification item 301,Civil,2021-12-07,2021-12-17,,Open,,Contractor,0,0,Normal
RFI-00302,PRJ-016,Civil clarification item 302,Civil,2021-11-12,2021-11-22,2021-12-04,Answered,22,Designer,0,0,Normal
RFI-00303,PRJ-016,Structural clarification item 303,Structural,2022-08-09,2022-08-19,2022-08-13,Closed,4,Designer,7000,5,Normal
RFI-00304,PRJ-016,Electrical clarification item 304,Electrical,2022-04-18,2022-05-02,2022-05-19,Answered,31,Owner,0,0,Low
RFI-00305,PRJ-016,Fire Protection clarification item 305,Fire Protection,2022-06-02,2022-06-05,2022-06-21,Answered,19,Designer,44700,4,Critical
RFI-00306,PRJ-016,General clarification item 306,General,2022-11-10,2022-11-20,2022-12-07,Answered,27,Designer,0,0,Normal
RFI-00307,PRJ-016,Structural clarification item 307,Structural,2023-10-19,2023-10-29,2023-11-05,Closed,17,Designer,0,0,Normal
RFI-00308,PRJ-016,Fire Protection clarification item 308,Fire Protection,2022-07-14,2022-07-24,,Open,,Contractor,0,0,Normal
RFI-00309,PRJ-016,Architectural clarification item 309,Architectural,2021-11-27,2021-12-04,2021-12-20,Answered,23,Designer,0,0,High
RFI-00310,PRJ-016,Architectural clarification item 310,Architectural,2022-01-21,2022-01-31,2022-01-31,Closed,10,Owner,0,0,Normal
RFI-00311,PRJ-016,Architectural clarification item 311,Architectural,2023-06-22,2023-06-29,2023-07-08,Closed,16,Contractor,0,0,High
RFI-00312,PRJ-016,Architectural clarification item 312,Architectural,2023-03-19,2023-03-29,,Open,,Contractor,0,0,Normal
RFI-00313,PRJ-016,Architectural clarification item 313,Architectural,2023-11-05,2023-11-12,2023-11-20,Closed,15,Designer,23600,6,High
RFI-00314,PRJ-016,Electrical clarification item 314,Electrical,2022-12-18,2022-12-25,2022-12-30,Closed,12,Designer,0,0,High
RFI-00315,PRJ-016,Architectural clarification item 315,Architectural,2022-07-02,2022-07-12,2022-07-26,Answered,24,Designer,11600,4,Normal
RFI-00316,PRJ-016,Structural clarification item 316,Structural,2023-08-07,2023-08-14,2023-08-27,Answered,20,Contractor,0,0,High
RFI-00317,PRJ-016,Plumbing clarification item 317,Plumbing,2022-06-10,2022-06-24,2022-06-30,Closed,20,Owner,0,0,Low
RFI-00318,PRJ-016,Electrical clarification item 318,Electrical,2023-01-09,2023-01-19,2023-01-25,Answered,16,Designer,0,0,Normal
RFI-00319,PRJ-017,Structural clarification item 319,Structural,2025-09-13,2025-09-23,,Open,,Owner,0,0,Normal
RFI-00320,PRJ-017,Structural clarification item 320,Structural,2025-06-24,2025-07-08,2025-07-16,Closed,22,Owner,323900,4,Low
RFI-00321,PRJ-017,Structural clarification item 321,Structural,2024-12-10,2024-12-20,,Open,,Owner,20300,8,Normal
RFI-00322,PRJ-017,Architectural clarification item 322,Architectural,2025-12-15,2025-12-25,2026-01-06,Answered,22,Owner,0,0,Normal
RFI-00323,PRJ-017,Mechanical clarification item 323,Mechanical,2025-12-22,2025-12-29,,Open,,Designer,21500,7,High
RFI-00324,PRJ-017,Plumbing clarification item 324,Plumbing,2024-12-04,2024-12-14,2024-12-25,Closed,21,External,0,0,Normal
RFI-00325,PRJ-017,Plumbing clarification item 325,Plumbing,2023-11-28,2023-12-08,2023-12-21,Answered,23,Designer,0,0,Normal
RFI-00326,PRJ-017,Civil clarification item 326,Civil,2025-05-10,2025-05-24,2025-06-02,Answered,23,Owner,0,0,Low
RFI-00327,PRJ-017,Plumbing clarification item 327,Plumbing,2025-01-07,2025-01-17,,Open,,Owner,33000,2,Normal
RFI-00328,PRJ-017,Fire Protection clarification item 328,Fire Protection,2024-04-14,2024-04-24,2024-05-03,Answered,19,Owner,0,0,Normal
RFI-00329,PRJ-017,Mechanical clarification item 329,Mechanical,2025-03-10,2025-03-20,2025-04-02,Closed,23,Contractor,0,0,Normal
RFI-00330,PRJ-017,Fire Protection clarification item 330,Fire Protection,2025-08-20,2025-08-30,2025-09-06,Answered,17,Designer,0,0,Normal
RFI-00331,PRJ-017,Architectural clarification item 331,Architectural,2023-11-07,2023-11-14,2023-11-26,Answered,19,External,0,0,High
RFI-00332,PRJ-017,Mechanical clarification item 332,Mechanical,2025-10-07,2025-10-17,2025-10-24,Closed,17,Owner,36800,9,Normal
RFI-00333,PRJ-017,Architectural clarification item 333,Architectural,2023-12-01,2023-12-08,2023-12-16,Answered,15,Designer,0,0,High
RFI-00334,PRJ-017,Plumbing clarification item 334,Plumbing,2025-07-15,2025-07-22,2025-08-01,Closed,17,Designer,0,0,High
RFI-00335,PRJ-017,Structural clarification item 335,Structural,2024-04-09,2024-04-19,,Open,,Designer,8600,4,Normal
RFI-00336,PRJ-017,General clarification item 336,General,2025-01-08,2025-01-18,2025-01-25,Closed,17,Contractor,60000,3,Normal
RFI-00337,PRJ-017,General clarification item 337,General,2025-10-11,2025-10-14,2025-10-22,Closed,11,Owner,0,0,Critical
RFI-00338,PRJ-017,Plumbing clarification item 338,Plumbing,2024-06-08,2024-06-11,2024-07-02,Answered,24,Designer,0,0,Critical
RFI-00339,PRJ-017,Fire Protection clarification item 339,Fire Protection,2024-01-09,2024-01-19,,Open,,Owner,0,0,Normal
RFI-00340,PRJ-018,General clarification item 340,General,2024-02-11,2024-02-21,2024-03-04,Answered,22,Owner,0,0,Normal
RFI-00341,PRJ-018,Structural clarification item 341,Structural,2024-08-25,2024-09-04,,Open,,Designer,0,0,Normal
RFI-00342,PRJ-018,Mechanical clarification item 342,Mechanical,2024-08-09,2024-08-16,2024-09-03,Answered,25,Owner,0,0,High
RFI-00343,PRJ-018,Civil clarification item 343,Civil,2024-08-18,2024-08-28,2024-09-12,Answered,25,Designer,31500,2,Normal
RFI-00344,PRJ-018,Civil clarification item 344,Civil,2024-02-10,2024-02-20,2024-02-25,Answered,15,Owner,0,0,Normal
RFI-00345,PRJ-018,Architectural clarification item 345,Architectural,2024-05-20,2024-05-27,2024-06-06,Closed,17,Designer,48200,4,High
RFI-00346,PRJ-018,Architectural clarification item 346,Architectural,2024-10-07,2024-10-17,2024-10-21,Answered,14,Owner,10300,6,Normal
RFI-00347,PRJ-018,Electrical clarification item 347,Electrical,2024-06-08,2024-06-18,2024-07-06,Closed,28,Designer,0,0,Normal
RFI-00348,PRJ-018,General clarification item 348,General,2024-02-10,2024-02-17,2024-03-13,Answered,32,Designer,0,0,High
RFI-00349,PRJ-018,General clarification item 349,General,2025-08-28,2025-09-07,2025-09-08,Closed,11,Contractor,12800,2,Normal
RFI-00350,PRJ-018,Architectural clarification item 350,Architectural,2025-01-16,2025-01-30,2025-02-05,Closed,20,External,0,0,Low
RFI-00351,PRJ-018,Architectural clarification item 351,Architectural,2024-10-13,2024-10-27,2024-11-08,Closed,26,Contractor,0,0,Low
RFI-00352,PRJ-018,Electrical clarification item 352,Electrical,2025-03-27,2025-04-03,,Open,,Owner,18300,7,High
RFI-00353,PRJ-018,Mechanical clarification item 353,Mechanical,2024-12-09,2024-12-23,2024-12-25,Answered,16,Owner,46500,6,Low
RFI-00354,PRJ-018,Civil clarification item 354,Civil,2024-02-16,2024-02-26,2024-03-05,Closed,18,Designer,0,0,Normal
RFI-00355,PRJ-018,Electrical clarification item 355,Electrical,2025-05-23,2025-05-30,,Open,,External,0,0,High
RFI-00356,PRJ-018,Electrical clarification item 356,Electrical,2024-08-28,2024-09-04,2024-09-22,Closed,25,Owner,136300,2,High
RFI-00357,PRJ-018,Structural clarification item 357,Structural,2024-03-12,2024-03-22,2024-04-03,Answered,22,Designer,3600,2,Normal
RFI-00358,PRJ-018,Electrical clarification item 358,Electrical,2024-07-24,2024-08-03,2024-08-14,Answered,21,Designer,11800,5,Normal
