Performance_Record_ID,Project_ID,Reporting_Date,Planned_Value,Earned_Value,Actual_Cost,Percent_Complete,Committed_Cost,Contingency_Used,Forecast_End_Date,Open_RFI_Count,Pending_CO_Value,Approved_CO_Value
PERF-000943,PRJ-040,2024-07-31,68803600,63365000,72560900,68.7,97165100,2804500,2025-08-14,4,0,492100
PERF-000944,PRJ-040,2024-08-31,72595000,67151800,75596900,72.8,97165100,2963200,2025-08-17,5,0,962300
PERF-000945,PRJ-040,2024-09-30,76048500,70669900,82388800,76.6,103454000,3116700,2025-08-20,4,0,962300
PERF-000946,PRJ-040,2024-10-31,79359600,74125400,86211200,80.3,110523400,3374900,2025-08-23,4,0,962300
PERF-000947,PRJ-040,2024-11-30,82281300,77268100,90619400,83.7,111449600,3374900,2025-08-23,4,0,962300
PERF-000948,PRJ-040,2024-12-31,84973800,80279200,91080000,87.0,111449600,3374900,2025-08-23,4,0,962300
PERF-000949,PRJ-040,2025-01-31,87299000,83020900,95176500,90.0,111449600,3528700,2025-08-23,5,0,962300
PERF-000950,PRJ-040,2025-02-28,89053700,85241600,99930500,92.4,111449600,3528700,2025-08-23,5,0,1445500
PERF-000951,PRJ-040,2025-03-31,90581200,87390100,100088700,94.7,111449600,3599000,2025-08-23,5,0,1445500
PERF-000952,PRJ-040,2025-04-30,91611400,89132500,103350200,96.6,111449600,3599000,2025-08-23,5,0,1445500
PERF-000953,PRJ-040,2025-05-31,92178200,90556300,105639400,98.2,111449600,3806800,2025-08-23,6,0,1445500
PERF-000954,PRJ-040,2025-06-30,92261500,91542500,105639400,99.2,111449600,3827000,2025-08-23,6,0,1445500
PERF-000955,PRJ-040,2025-07-31,92261500,92128400,107627000,99.9,111449600,3965200,2025-08-23,6,0,1445500
PERF-000956,PRJ-040,2025-08-31,92261500,92261500,107627000,100.0,111449600,3965200,2025-08-23,6,0,1712100
PERF-000957,PRJ-041,2023-05-31,185500,184100,189700,0.5,9892200,42700,2024-11-09,0,0,0
PERF-000958,PRJ-041,2023-06-30,997500,990500,1014900,2.5,9892200,194100,2024-11-09,0,0,0
PERF-000959,PRJ-041,2023-07-31,2439400,2422700,2532700,6.1,9892200,263600,2024-11-09,0,0,0
PERF-000960,PRJ-041,2023-08-31,4409600,4380200,4559700,11.0,15232200,420100,2024-11-09,0,0,0
PERF-000961,PRJ-041,2023-09-30,6738900,6695300,6839400,16.9,15232200,521600,2024-11-09,0,0,0
PERF-000962,PRJ-041,2023-10-31,9499700,9440100,9849300,23.8,19185700,570000,2024-11-10,1,0,0
PERF-000963,PRJ-041,2023-11-30,12434200,12359000,12721700,31.1,19185700,764600,2024-11-10,2,0,0
PERF-000964,PRJ-041,2023-12-31,15655200,15564500,16232600,39.2,25097000,799200,2024-11-10,0,0,133700
PERF-000965,PRJ-041,2024-01-31,18983400,18878800,19710200,47.6,29213300,1094800,2024-11-10,0,155400,257500
PERF-000966,PRJ-041,2024-02-29,22118600,22003100,23295200,55.4,33822000,1309200,2024-11-10,0,155400,257500
PERF-000967,PRJ-041,2024-03-31,25412200,25288500,26447300,63.7,33822000,1435800,2024-11-11,0,155400,683100
PERF-000968,PRJ-041,2024-04-30,28464300,28336500,30505100,71.4,41311600,1465000,2024-11-11,0,483300,683100
PERF-000969,PRJ-041,2024-05-31,31395200,31268400,33703400,78.8,41311600,1832000,2024-11-11,1,483300,683100
PERF-000970,PRJ-041,2024-06-30,33936400,33816300,36320900,85.2,43918100,1832400,2024-11-11,0,483300,683100
PERF-000971,PRJ-041,2024-07-31,36174200,36067900,39194700,90.9,44434400,1919800,2024-11-11,0,483300,683100
PERF-000972,PRJ-041,2024-08-31,37933200,37848700,41037900,95.3,44434400,2108100,2024-11-11,0,483300,683100
PERF-000973,PRJ-041,2024-09-30,39099300,39044200,41450100,98.4,44434400,2108100,2024-11-11,0,483300,683100
PERF-000974,PRJ-041,2024-10-31,39667200,39652000,43666000,99.9,45029000,2108100,2024-11-11,0,483300,683100
PERF-000975,PRJ-041,2024-11-30,39698700,39698700,43666000,100.0,45029000,2108100,2024-11-11,0,483300,683100
PERF-000976,PRJ-042,2022-01-31,1000500,1000500,1036200,12.0,2825400,50100,2023-10-13,0,0,9300
PERF-000977,PRJ-042,2022-02-28,1317600,1317600,1381500,15.8,3527200,75000,2023-10-13,0,0,9300
PERF-000978,PRJ-042,2022-03-31,1704800,1704800,1797900,20.4,3527200,75000,2023-10-13,0,0,9300
PERF-000979,PRJ-042,2022-04-30,2110200,2110200,2213300,25.3,4086000,87300,2023-10-13,0,0,9300
PERF-000980,PRJ-042,2022-05-31,2555000,2555000,2723600,30.6,4086000,117700,2023-10-13,0,0,9300
PERF-000981,PRJ-042,2022-06-30,3004800,3004800,3229600,36.0,4447900,138100,2023-10-13,0,0,9300
PERF-000982,PRJ-042,2022-07-31,3483800,3483800,3703000,41.8,5829500,157300,2023-10-13,0,0,9300
PERF-000983,PRJ-042,2022-08-31,3971200,3971200,4230100,47.6,6357700,168300,2023-10-13,0,0,9300
PERF-000984,PRJ-042,2022-09-30,4445300,4445300,4710700,53.3,6753300,177300,2023-10-13,1,0,9300
PERF-000985,PRJ-042,2022-10-31,4931700,4931700,5237700,59.2,6753300,184700,2023-10-13,0,0,9300
PERF-000986,PRJ-042,2022-11-30,5393600,5393600,5719900,64.7,7192700,222900,2023-10-13,0,0,9300
PERF-000987,PRJ-042,2022-12-31,5855800,5855800,6259700,70.2,8690800,234900,2023-10-13,1,0,9300
PERF-000988,PRJ-042,2023-01-31,6296700,6296700,6812500,75.5,9129000,253600,2023-10-13,0,0,9300
PERF-000989,PRJ-042,2023-02-28,6671700,6671700,7228500,80.0,9304300,259500,2023-10-13,0,0,9300
PERF-000990,PRJ-042,2023-03-31,7055500,7055500,7601200,84.6,9304300,268300,2023-10-13,1,0,69500
PERF-000991,PRJ-042,2023-04-30,7390000,7390000,8110800,88.6,9425300,301900,2023-10-13,2,0,69500
PERF-000992,PRJ-042,2023-05-31,7691800,7691800,8401400,92.3,9425300,311300,2023-10-13,3,0,69500
PERF-000993,PRJ-042,2023-06-30,7935800,7935800,8615700,95.2,9425300,319400,2023-10-13,2,0,69500
PERF-000994,PRJ-042,2023-07-31,8132200,8132200,8955300,97.5,9456900,335300,2023-10-13,2,0,86100
PERF-000995,PRJ-042,2023-08-31,8266300,8266300,9103400,99.1,9457200,335300,2023-10-13,3,0,86100
PERF-000996,PRJ-042,2023-09-30,8330800,8330800,9359700,99.9,9648200,343800,2023-10-13,2,0,86100
PERF-000997,PRJ-042,2023-10-31,8337500,8337500,9359700,100.0,9648200,344100,2023-10-13,2,0,86100
PERF-000998,PRJ-043,2022-12-31,256600,236600,261300,0.1,54813400,2142400,2025-06-16,0,0,0
PERF-000999,PRJ-043,2023-01-31,1998500,1844600,2006800,0.7,54813400,2142400,2025-06-16,0,0,0
PERF-001000,PRJ-043,2023-02-28,4903900,4530500,4998800,1.8,54813400,2142400,2025-06-16,1,0,681800
PERF-001001,PRJ-043,2023-03-31,9487400,8774000,9736400,3.5,56219600,2468000,2025-06-16,1,0,681800
PERF-001002,PRJ-043,2023-04-30,15183700,14056700,15296600,5.6,76340700,2468000,2025-06-17,1,0,681800
PERF-001003,PRJ-043,2023-05-31,22258300,20629700,22876700,8.3,78089800,2631900,2025-06-18,1,0,681800
PERF-001004,PRJ-043,2023-06-30,30145500,27972200,31154700,11.2,100559000,3456700,2025-06-19,1,0,681800
PERF-001005,PRJ-043,2023-07-31,39256900,36472700,40238000,14.6,100559000,3916000,2025-06-21,1,0,681800
PERF-001006,PRJ-043,2023-08-31,49229400,45798600,50132800,18.3,100559000,3916000,2025-06-23,1,0,681800
PERF-001007,PRJ-043,2023-09-30,59589400,55511900,61386500,22.2,114824700,4898800,2025-06-25,1,0,681800
PERF-001008,PRJ-043,2023-10-31,70913400,66159100,72670900,26.5,114824700,4898800,2025-06-27,1,0,681800
PERF-001009,PRJ-043,2023-11-30,82361700,76956500,85952100,30.8,128653000,6802400,2025-06-29,1,0,681800
PERF-001010,PRJ-043,2023-12-31,94583200,88523000,99285800,35.4,134677300,8028500,2025-07-01,1,0,681800
PERF-001011,PRJ-043,2024-01-31,107086600,100402600,114683500,40.2,163848100,8028500,2025-07-03,1,0,681800
PERF-001012,PRJ-043,2024-02-29,118934700,111707200,125909400,44.7,191267400,8271500,2025-07-05,2,0,681800
PERF-001013,PRJ-043,2024-03-31,131650600,123897900,140753300,49.6,217891800,9081500,2025-07-08,3,0,681800
PERF-001014,PRJ-043,2024-04-30,143898000,135704300,154749000,54.3,232351000,9768300,2025-07-10,2,0,907600
PERF-001015,PRJ-043,2024-05-31,156379200,148972800,173539700,59.6,232351000,11607600,2025-07-12,1,0,907600
PERF-001016,PRJ-043,2024-06-30,168179800,161786500,188735100,64.8,249033900,12639600,2025-07-15,1,0,907600
PERF-001017,PRJ-043,2024-07-31,179972200,174702000,194259500,69.9,249033900,12639600,2025-07-17,2,0,907600
PERF-001018,PRJ-043,2024-08-31,191240400,187172900,208430400,74.9,262211700,12824500,2025-07-20,1,0,1548400
PERF-001019,PRJ-043,2024-09-30,201535600,198709400,224719500,79.6,290932300,14679800,2025-07-22,1,0,1548400
PERF-001020,PRJ-043,2024-10-31,211429800,209968500,232296900,84.1,290932300,14769400,2025-07-22,2,0,1662500
PERF-001021,PRJ-043,2024-11-30,220175500,220116300,247465900,88.1,290932300,14769400,2025-07-22,2,0,1662500
PERF-001022,PRJ-043,2024-12-31,228241400,229717000,256830500,92.0,290932300,16618700,2025-07-22,2,0,5905900
PERF-001023,PRJ-043,2025-01-31,235204100,238303800,265992600,95.4,290932300,16859200,2025-07-22,3,0,6216600
PERF-001024,PRJ-043,2025-02-28,240447200,245092100,265992600,98.1,290932300,18157300,2025-07-22,3,0,6216600
PERF-001025,PRJ-043,2025-03-31,244986100,249765500,277782000,100.0,290932300,18887900,2025-07-22,2,0,6216600
PERF-001026,PRJ-043,2025-04-30,248005000,249765500,277782000,100.0,290932300,18887900,2025-07-22,2,0,7730600
PERF-001027,PRJ-043,2025-05-31,249591100,249765500,277782000,100.0,290932300,18887900,2025-07-22,2,0,7730600
PERF-001028,PRJ-043,2025-06-30,249765500,249765500,279794600,100.0,290932300,18887900,2025-07-22,2,0,7730600
PERF-001029,PRJ-043,2025-07-31,249765500,249765500,279794600,100.0,290932300,18887900,2025-07-22,2,0,7730600
PERF-001030,PRJ-044,2024-10-31,97500,92800,98200,0.1,21305000,438600,2027-08-11,0,0,0
PERF-001031,PRJ-044,2024-11-30,564000,537100,557700,0.7,21305000,438600,2027-08-11,0,857100,0
PERF-001032,PRJ-044,2024-12-31,1427800,1360500,1418800,1.7,23546800,438600,2027-08-11,2,857100,0
PERF-001033,PRJ-044,2025-01-31,2654200,2530500,2688300,3.2,23546800,438600,2027-08-11,1,857100,0
PERF-001034,PRJ-044,2025-02-28,4052100,3865200,3961600,4.8,23546800,438600,2027-08-12,2,857100,0
PERF-001035,PRJ-044,2025-03-31,5897100,5628600,5856300,7.0,23546800,807800,2027-08-12,2,857100,0
PERF-001036,PRJ-044,2025-04-30,7956700,7599000,8042500,9.5,30523300,807800,2027-08-13,1,857100,0
PERF-001037,PRJ-044,2025-05-31,10343000,9884500,10371200,12.4,30549600,807800,2027-08-14,3,857100,0
PERF-001038,PRJ-044,2025-06-30,12878000,12315300,12576400,15.4,30549600,1073000,2027-08-15,1,857100,0
PERF-001039,PRJ-044,2025-07-31,15705400,15030100,15864700,18.8,33125600,1073000,2027-08-16,1,857100,139100
PERF-001040,PRJ-044,2025-08-31,18718700,17927500,18603700,22.4,33125600,1253100,2027-08-17,2,857100,139100
PERF-001041,PRJ-044,2025-09-30,21787500,20882700,21978600,26.1,36635800,1253100,2027-08-18,2,857100,463700
PERF-001042,PRJ-044,2025-10-31,25091100,24069400,25708400,30.1,38282400,1613300,2027-08-20,3,857100,463700
PERF-001043,PRJ-044,2025-11-30,28392400,27259500,28788100,34.1,42241100,1619000,2027-08-21,3,857100,463700
PERF-001044,PRJ-044,2025-12-31,31886300,30642500,32731600,38.4,43989000,1619000,2027-08-22,2,857100,463700
PERF-001045,PRJ-045,2023-06-30,79100,74100,75800,0.1,10874200,258900,2025-08-13,0,0,0
PERF-001046,PRJ-045,2023-07-31,571000,534700,552000,1.0,12971900,258900,2025-08-13,1,0,0
PERF-001047,PRJ-045,2023-08-31,1480600,1387800,1415100,2.7,12971900,270700,2025-08-13,0,0,0
PERF-001048,PRJ-045,2023-09-30,2723400,2555400,2569100,4.9,12971900,270700,2025-08-14,0,0,0
PERF-001049,PRJ-045,2023-10-31,4346000,4082200,4158300,7.9,17453300,433400,2025-08-15,0,0,0
PERF-001050,PRJ-045,2023-11-30,6209000,5838500,5858800,11.3,18196000,433400,2025-08-16,0,0,0
PERF-001051,PRJ-045,2023-12-31,8400100,7908500,8035500,15.2,20445800,433400,2025-08-17,1,0,0
PERF-001052,PRJ-045,2024-01-31,10824900,10204300,10144200,19.7,23348500,433400,2025-08-19,1,0,0
PERF-001053,PRJ-045,2024-02-29,13271500,12526700,12756200,24.2,23348500,678000,2025-08-20,2,0,0
PERF-001054,PRJ-045,2024-03-31,16042300,15163900,15539700,29.2,28084100,678000,2025-08-22,0,0,0
PERF-001055,PRJ-045,2024-04-30,18842100,17837100,18780600,34.4,32778500,678000,2025-08-24,1,0,0
PERF-001056,PRJ-045,2024-05-31,21821300,20691800,21706500,39.9,36334600,678000,2025-08-25,0,0,0
PERF-001057,PRJ-045,2024-06-30,24752900,23512200,24244700,45.3,36334600,726600,2025-08-27,0,0,0
PERF-001058,PRJ-045,2024-07-31,27796000,26453600,27644600,51.0,38832100,784400,2025-08-29,0,0,0
PERF-001059,PRJ-045,2024-08-31,30816300,29389000,30569100,56.7,39758500,852400,2025-08-31,0,0,0
PERF-001060,PRJ-045,2024-09-30,33682200,32192200,34125700,62.1,41118700,1108200,2025-09-02,0,0,555700
PERF-001061,PRJ-045,2024-10-31,36548500,35017300,36086500,67.5,48404600,1111500,2025-09-04,1,0,555700
PERF-001062,PRJ-045,2024-11-30,39195500,37650600,39393000,72.6,50417200,1230400,2025-09-06,0,0,555700
PERF-001063,PRJ-045,2024-12-31,41763400,40234700,42499300,77.6,53424600,1241700,2025-09-07,0,0,555700
PERF-001064,PRJ-045,2025-01-31,44124100,42646200,44683900,82.2,55970700,1583700,2025-09-08,0,0,555700
PERF-001065,PRJ-045,2025-02-28,46047400,44648000,46616400,86.1,55970700,1583700,2025-09-08,0,0,555700
PERF-001066,PRJ-045,2025-03-31,47910900,46637800,49288100,89.9,56453900,1583700,2025-09-08,0,0,555700
PERF-001067,PRJ-045,2025-04-30,49414400,48306300,51048300,93.1,56453900,1583700,2025-09-08,1,0,636000
PERF-001068,PRJ-045,2025-05-31,50621800,49731700,52031000,95.9,56453900,1617100,2025-09-08,0,0,636000
PERF-001069,PRJ-045,2025-06-30,51420400,50790600,52488600,97.9,56453900,1617100,2025-09-08,0,0,928600
PERF-001070,PRJ-045,2025-07-31,51827000,51520800,54105700,99.3,56453900,1617100,2025-09-08,0,0,928600
PERF-001071,PRJ-045,2025-08-31,51862400,51847700,54105700,100.0,56453900,1617100,2025-09-08,0,0,928600
PERF-001072,PRJ-045,2025-09-30,51862400,51862400,54328500,100.0,56453900,1617100,2025-09-08,1,0,928600
PERF-001073,PRJ-046,2022-01-31,13198800,10698600,12347400,16.6,31157500,947300,2023-06-06,1,0,248400
PERF-001074,PRJ-046,2022-02-28,16663500,13572300,15579400,21.1,33482100,1237600,2023-06-11,2,0,248400
PERF-001075,PRJ-046,2022-03-31,20759800,17005900,19193000,26.5,35853600,1490300,2023-06-17,3,0,248400
PERF-001076,PRJ-046,2022-04-30,24914400,20531800,24185900,31.9,44708700,1903700,2023-06-23,2,48500,433900
PERF-001077,PRJ-046,2022-05-31,29329800,24332600,27999500,37.9,47989800,1903700,2023-06-29,2,48500,433900
PERF-001078,PRJ-046,2022-06-30,33649400,28113100,32730600,43.7,47989800,2421000,2023-07-05,3,48500,433900
PERF-001079,PRJ-046,2022-07-31,38086700,32072700,39849700,49.9,51915700,2516000,2023-07-11,2,48500,659300
PERF-001080,PRJ-046,2022-08-31,42421200,36033300,43784700,56.1,57859900,3023000,2023-07-18,3,48500,659300
PERF-001081,PRJ-046,2022-09-30,46445800,39816200,48742700,61.9,61894000,3230100,2023-07-24,3,48500,962700
PERF-001082,PRJ-046,2022-10-31,50354100,43621300,52424400,67.9,72161000,3604500,2023-07-30,3,48500,962700
PERF-001083,PRJ-046,2022-11-30,53822400,47153000,58543100,73.4,76421600,3683100,2023-08-05,3,48500,962700
PERF-001084,PRJ-046,2022-12-31,57007400,50594300,63034300,78.7,76421600,4213100,2023-08-11,4,48500,962700
PERF-001085,PRJ-046,2023-01-31,59710900,53770800,66590500,83.7,81985100,4363300,2023-08-12,3,48500,962700
PERF-001086,PRJ-046,2023-02-28,61675000,56367700,70671200,87.7,83000600,4627900,2023-08-12,3,48500,1298600
PERF-001087,PRJ-046,2023-03-31,63250100,58891700,75089100,91.6,84409600,4758500,2023-08-12,4,48500,1298600
PERF-001088,PRJ-046,2023-04-30,64104600,60934000,75997100,94.8,84409600,4829700,2023-08-12,4,48500,1838400
PERF-001089,PRJ-046,2023-05-31,64273500,62578400,79268000,97.4,84409600,5176100,2023-08-12,4,48500,2043100
PERF-001090,PRJ-046,2023-06-30,64273500,63668700,82506800,99.1,85789200,5176100,2023-08-12,4,48500,2287000
PERF-001091,PRJ-046,2023-07-31,64273500,64225100,82506800,99.9,85789200,5433100,2023-08-12,4,48500,2287000
PERF-001092,PRJ-046,2023-08-31,64273500,64273500,82506800,100.0,85789200,5433100,2023-08-12,4,48500,2287000
PERF-001093,PRJ-047,2022-09-30,74200,76300,78200,0.1,17899300,292000,2025-05-10,0,0,0
PERF-001094,PRJ-047,2022-10-31,502700,517200,531400,0.8,17899300,292000,2025-05-10,0,0,0
PERF-001095,PRJ-047,2022-11-30,1259500,1295400,1327600,2.0,18977400,292000,2025-05-10,0,80400,0
PERF-001096,PRJ-047,2022-12-31,2370200,2436900,2476100,3.7,18977400,505800,2025-05-10,0,80400,0
PERF-001097,PRJ-047,2023-01-31,3789800,3895100,4004600,5.9,18977400,505800,2025-05-10,1,80400,0
PERF-001098,PRJ-047,2023-02-28,5316200,5462000,5525000,8.3,22416900,505800,2025-05-10,0,80400,0
PERF-001099,PRJ-047,2023-03-31,7253200,7449100,7690600,11.3,22416900,505800,2025-05-09,0,80400,0
PERF-001100,PRJ-047,2023-04-30,9351500,9600100,10007900,14.6,25384100,685000,2025-05-08,1,80400,0
PERF-001101,PRJ-047,2023-05-31,11726300,12032600,12526900,18.3,25384100,685000,2025-05-08,1,307600,0
PERF-001102,PRJ-047,2023-06-30,14200600,14564800,14963900,22.2,31891200,685000,2025-05-07,0,307600,0
PERF-001103,PRJ-047,2023-07-31,16914400,17339700,18061500,26.4,31891200,849000,2025-05-06,2,307600,0
PERF-001104,PRJ-047,2023-08-31,19762800,20248900,21166500,30.8,34615700,1028300,2025-05-06,1,307600,0
PERF-001105,PRJ-047,2023-09-30,22623300,23167300,23632800,35.3,34615700,1070700,2025-05-05,1,307600,0
PERF-001106,PRJ-047,2023-10-31,25661800,26263300,26705800,40.0,40994900,1233500,2025-05-04,1,307600,0
PERF-001107,PRJ-047,2023-11-30,28658600,29312600,30140200,44.6,43686300,1233500,2025-05-03,1,307600,0
PERF-001108,PRJ-047,2023-12-31,31788600,32492300,34321800,49.5,43686300,1721200,2025-05-02,1,307600,0
PERF-001109,PRJ-047,2024-01-31,34927200,35675100,37847700,54.3,49149500,1721200,2025-05-01,1,307600,0
PERF-001110,PRJ-047,2024-02-29,37848600,38631600,40221000,58.8,58245700,1721200,2025-05-01,1,307600,0
PERF-001111,PRJ-047,2024-03-31,40931500,41744500,44567500,63.5,58245700,1868900,2025-04-30,2,347200,0
PERF-001112,PRJ-047,2024-04-30,43852200,44685700,46001800,68.0,59299400,2020200,2025-04-29,1,641000,0
PERF-001113,PRJ-047,2024-05-31,46780500,47625400,49784800,72.5,61786900,2020200,2025-04-28,1,641000,0
PERF-001114,PRJ-047,2024-06-30,49503800,50349000,52546500,76.6,61786900,2334400,2025-04-28,1,641000,0
PERF-001115,PRJ-047,2024-07-31,52178800,53012200,55812300,80.7,71216500,2334400,2025-04-27,2,641000,0
PERF-001116,PRJ-047,2024-08-31,54687300,55495500,59516500,84.5,72578600,2334400,2025-04-27,2,641000,0
PERF-001117,PRJ-047,2024-09-30,56932200,57702200,62478600,87.8,72578600,2402400,2025-04-27,2,641000,0
PERF-001118,PRJ-047,2024-10-31,59038500,59753600,63506500,90.9,72578600,2402400,2025-04-27,2,641000,0
PERF-001119,PRJ-047,2024-11-30,60846400,61492400,67054500,93.6,73796500,2615000,2025-04-27,4,641000,0
PERF-001120,PRJ-047,2024-12-31,62451700,63008700,67871100,95.9,73796500,2615000,2025-04-27,2,641000,0
PERF-001121,PRJ-047,2025-01-31,63764600,64213600,71351900,97.7,75198200,2783800,2025-04-27,2,641000,0
PERF-001122,PRJ-047,2025-02-28,64677900,65012100,71351900,98.9,75198200,2783800,2025-04-27,2,641000,0
PERF-001123,PRJ-047,2025-03-31,65363800,65550700,71351900,99.8,75198200,2783800,2025-04-27,3,641000,0
PERF-001124,PRJ-047,2025-04-30,65679000,65704000,71351900,100.0,75198200,2783800,2025-04-27,3,641000,0
PERF-001125,PRJ-048,2022-01-31,2313300,2454700,2501000,5.8,9956000,235400,2024-05-13,0,0,0
PERF-001126,PRJ-048,2022-02-28,3276300,3473900,3439800,8.2,12456700,439600,2024-05-12,1,0,0
PERF-001127,PRJ-048,2022-03-31,4503700,4771000,4781500,11.3,12456700,439600,2024-05-11,0,0,0
PERF-001128,PRJ-048,2022-04-30,5837800,6178700,6250600,14.6,17947800,439600,2024-05-10,0,0,0
PERF-001129,PRJ-048,2022-05-31,7351400,7773100,7747400,18.4,17947800,439600,2024-05-08,0,0,0
PERF-001130,PRJ-048,2022-06-30,8931700,9434700,9720300,22.3,18227500,439600,2024-05-07,0,0,0
PERF-001131,PRJ-048,2022-07-31,10668000,11256500,11405300,26.6,20064900,481000,2024-05-05,0,0,0
PERF-001132,PRJ-048,2022-08-31,12493100,13167200,13172700,31.1,20064900,770400,2024-05-03,0,0,0
PERF-001133,PRJ-048,2022-09-30,14328400,15083700,15203400,35.6,24585100,781000,2024-05-02,0,0,0
PERF-001134,PRJ-048,2022-10-31,16280200,17116400,17369500,40.4,24649300,823700,2024-04-30,0,0,0
PERF-001135,PRJ-048,2022-11-30,18207300,19117200,19186600,45.2,31029500,889300,2024-04-28,0,0,68300
PERF-001136,PRJ-048,2022-12-31,20222200,21202000,21376600,50.1,32336200,889300,2024-04-26,0,0,68300
PERF-001137,PRJ-048,2023-01-31,22244800,23286600,23764600,55.0,32336200,1021200,2024-04-24,0,0,178500
PERF-001138,PRJ-048,2023-02-28,24064600,25361600,25104600,59.9,32336200,1165500,2024-04-23,0,0,178500
PERF-001139,PRJ-048,2023-03-31,26056400,27621700,27742800,65.2,33779200,1177300,2024-04-21,0,0,178500
PERF-001140,PRJ-048,2023-04-30,27946000,29753300,29981300,70.3,35170200,1264900,2024-04-19,0,0,178500
PERF-001141,PRJ-048,2023-05-31,29843500,31879100,30747400,75.3,41235500,1458900,2024-04-17,1,0,178500
PERF-001142,PRJ-048,2023-06-30,31611000,33843200,33117000,79.9,41353900,1481000,2024-04-15,1,0,365900
PERF-001143,PRJ-048,2023-07-31,33350400,35757100,35545500,84.5,43348600,1532700,2024-04-15,2,0,365900
PERF-001144,PRJ-048,2023-08-31,34985200,37533400,37555300,88.7,43632200,1555100,2024-04-15,1,0,365900
PERF-001145,PRJ-048,2023-09-30,36452100,39102700,38131800,92.4,43632200,1760700,2024-04-15,2,0,365900
PERF-001146,PRJ-048,2023-10-31,37832900,40550000,39402100,95.8,43632200,1760700,2024-04-15,1,0,365900
PERF-001147,PRJ-048,2023-11-30,39023200,41763300,40879900,98.6,43632200,1760700,2024-04-15,1,0,365900
PERF-001148,PRJ-048,2023-12-31,40086500,42336600,41034100,100.0,43632200,1760700,2024-04-15,1,0,365900
PERF-001149,PRJ-048,2024-01-31,40963900,42336600,41034100,100.0,43632200,1789700,2024-04-15,1,0,365900
PERF-001150,PRJ-048,2024-02-29,41602100,42336600,41050300,100.0,43632200,1789700,2024-04-15,1,0,365900
PERF-001151,PRJ-048,2024-03-31,42073300,42336600,41050300,100.0,43632200,1789700,2024-04-15,2,0,365900
PERF-001152,PRJ-048,2024-04-30,42306700,42336600,41410600,100.0,43632200,2109000,2024-04-15,1,0,863600
PERF-001153,PRJ-049,2023-03-31,21600,20900,21100,0.4,1153600,16000,2024-10-10,0,0,0
PERF-001154,PRJ-049,2023-04-30,123000,119000,123200,2.1,1153600,17800,2024-10-10,0,0,0
PERF-001155,PRJ-049,2023-05-31,305900,296100,299700,5.3,1325700,22400,2024-10-11,0,0,0
PERF-001156,PRJ-049,2023-06-30,549000,531800,549300,9.4,2054400,42400,2024-10-11,1,0,0
PERF-001157,PRJ-049,2023-07-31,858300,832200,858500,14.8,2054400,45100,2024-10-12,0,0,0
PERF-001158,PRJ-049,2023-08-31,1216600,1180700,1209900,21.0,2757500,58000,2024-10-13,2,0,0
PERF-001159,PRJ-049,2023-09-30,1600200,1554400,1587000,27.6,2882400,62500,2024-10-13,1,0,0
PERF-001160,PRJ-049,2023-10-31,2024600,1968900,2026300,35.0,3330000,77800,2024-10-14,1,0,0
PERF-001161,PRJ-049,2023-11-30,2452900,2388100,2488900,42.4,3404400,77800,2024-10-15,3,0,0
PERF-001162,PRJ-049,2023-12-31,2903600,2830500,2880400,50.3,4427800,94200,2024-10-16,2,0,65200
PERF-001163,PRJ-049,2024-01-31,3352200,3272600,3338700,58.1,4696600,123700,2024-10-17,2,0,65200
PERF-001164,PRJ-049,2024-02-29,3761000,3677200,3837200,65.3,5027500,123700,2024-10-18,2,0,65200
PERF-001165,PRJ-049,2024-03-31,4176500,4090900,4256100,72.6,5223900,123700,2024-10-19,3,0,65200
PERF-001166,PRJ-049,2024-04-30,4547900,4463600,4654900,79.2,6050000,146200,2024-10-20,2,0,65200
PERF-001167,PRJ-049,2024-05-31,4890000,4810700,5079500,85.4,6158200,152100,2024-10-20,2,0,65200
PERF-001168,PRJ-049,2024-06-30,5171100,5100600,5504100,90.6,6260300,164100,2024-10-20,2,0,65200
PERF-001169,PRJ-049,2024-07-31,5399900,5343100,5583500,94.9,6260300,165000,2024-10-20,2,0,65200
PERF-001170,PRJ-049,2024-08-31,5555700,5517900,5908500,98.0,6260300,189200,2024-10-20,2,0,65200
PERF-001171,PRJ-049,2024-09-30,5627400,5613400,6131200,99.7,6336500,195300,2024-10-20,3,0,65200
PERF-001172,PRJ-049,2024-10-31,5632400,5632400,6131200,100.0,6336500,195300,2024-10-20,2,0,75500
PERF-001173,PRJ-050,2023-12-31,57900,54700,56900,0.1,11558200,433600,2026-03-18,0,0,0
PERF-001174,PRJ-050,2024-01-31,582700,550700,576300,0.8,16197300,433600,2026-03-18,0,0,0
PERF-001175,PRJ-050,2024-02-29,1537300,1453900,1524500,2.2,16197300,433600,2026-03-18,0,0,0
PERF-001176,PRJ-050,2024-03-31,3012200,2851100,2967600,4.2,16197300,433600,2026-03-18,0,0,0
PERF-001177,PRJ-050,2024-04-30,4846800,4591400,4845600,6.8,16197300,433600,2026-03-19,0,0,417900
PERF-001178,PRJ-050,2024-05-31,7121100,6752100,6974700,10.1,16488900,531000,2026-03-20,0,0,417900
PERF-001179,PRJ-050,2024-06-30,9648100,9156800,9673200,13.6,26043300,646600,2026-03-21,0,0,605100
